Date,D0,Value
1991-11,3M3,10.6875
1991-11,3M4,10.34375
1991-12,SARON,
1991-12,1TGT,7.5625
1991-12,EG3M,
1991-12,1M,8.125
1991-12,3M0,8.1875
1991-12,6M,8.1875
1991-12,12M,8.0
1991-12,3M1,4.25
1991-12,3M2,5.5625
1991-12,3M3,11.0
1991-12,3M4,10.59375
1992-01,SARON,
1992-01,1TGT,7.125
1992-01,EG3M,7.263999999999999
1992-01,1M,7.5
1992-01,3M0,7.5
1992-01,6M,7.5
1992-01,12M,7.4375
1992-01,3M1,4.1875
1992-01,3M2,5.1875
1992-01,3M3,10.742189999999999
1992-01,3M4,10.5
1992-02,SARON,
1992-02,1TGT,7.5
1992-02,EG3M,7.58
1992-02,1M,7.75
1992-02,3M0,7.6875
1992-02,6M,7.625
1992-02,12M,7.4375
1992-02,3M1,4.25
1992-02,3M2,5.1875
1992-02,3M3,10.375
1992-02,3M4,10.0625
1992-03,SARON,
1992-03,1TGT,9.0
1992-03,EG3M,
1992-03,1M,9.0625
1992-03,3M0,8.9375
1992-03,6M,8.6875
1992-03,12M,8.375
1992-03,3M1,4.36719
1992-03,3M2,4.8125
1992-03,3M3,10.875
1992-03,3M4,10.1875
1992-04,SARON,
1992-04,1TGT,8.625
1992-04,EG3M,8.651
1992-04,1M,9.0
1992-04,3M0,8.875
1992-04,6M,8.75
1992-04,12M,8.4375
1992-04,3M1,4.0625
1992-04,3M2,4.75
1992-04,3M3,10.625
1992-04,3M4,10.25
1992-05,SARON,
1992-05,1TGT,9.625
1992-05,EG3M,9.052
1992-05,1M,9.625
1992-05,3M0,9.4375
1992-05,6M,9.15625
1992-05,12M,8.875
1992-05,3M1,4.0625
1992-05,3M2,4.75
1992-05,3M3,10.0625
1992-05,3M4,10.25
1992-06,SARON,
1992-06,1TGT,8.75
1992-06,EG3M,
1992-06,1M,9.25
1992-06,3M0,9.25
1992-06,6M,9.1875
1992-06,12M,8.875
1992-06,3M1,3.9375
1992-06,3M2,4.5625
1992-06,3M3,10.1875
1992-06,3M4,10.6875
1992-07,SARON,
1992-07,1TGT,8.25
1992-07,EG3M,8.502
1992-07,1M,8.59375
1992-07,3M0,8.625
1992-07,6M,8.625
1992-07,12M,8.5
1992-07,3M1,3.4375
1992-07,3M2,4.125
1992-07,3M3,10.375
1992-07,3M4,11.125
1992-08,SARON,
1992-08,1TGT,7.375
1992-08,EG3M,7.892
1992-08,1M,7.765630000000001
1992-08,3M0,7.875
1992-08,6M,7.875
1992-08,12M,7.828130000000001
1992-08,3M1,3.5
1992-08,3M2,3.9375
1992-08,3M3,10.625
1992-08,3M4,11.320310000000001
1992-09,SARON,
1992-09,1TGT,7.0
1992-09,EG3M,
1992-09,1M,6.96875
1992-09,3M0,6.984380000000001
1992-09,6M,7.0
1992-09,12M,6.8125
1992-09,3M1,3.26563
1992-09,3M2,3.9375
1992-09,3M3,9.0625
1992-09,3M4,12.625
1992-10,SARON,
1992-10,1TGT,6.25
1992-10,EG3M,6.061
1992-10,1M,6.375
1992-10,3M0,6.375
1992-10,6M,6.359380000000001
1992-10,12M,6.0625
1992-10,3M1,3.5625
1992-10,3M2,3.8125
1992-10,3M3,7.625
1992-10,3M4,10.375
1992-11,SARON,
1992-11,1TGT,6.5
1992-11,EG3M,6.4
1992-11,1M,7.0625
1992-11,3M0,6.703130000000001
1992-11,6M,6.421880000000001
1992-11,12M,6.015630000000001
1992-11,3M1,4.0
1992-11,3M2,3.8125
1992-11,3M3,7.4375
1992-11,3M4,11.351560000000001
1992-12,SARON,
1992-12,1TGT,6.375
1992-12,EG3M,
1992-12,1M,6.140630000000001
1992-12,3M0,6.0
1992-12,6M,5.8125
1992-12,12M,5.5625
1992-12,3M1,3.4375
1992-12,3M2,3.8125
1992-12,3M3,7.070310000000001
1992-12,3M4,10.29688
1993-01,SARON,
1993-01,1TGT,5.25
1993-01,EG3M,5.502999999999999
1993-01,1M,5.4375
1993-01,3M0,5.4375
1993-01,6M,5.40625
1993-01,12M,5.1875
1993-01,3M1,3.25
1993-01,3M2,3.53125
1993-01,3M3,6.375
1993-01,3M4,9.92188
1993-02,SARON,
1993-02,1TGT,5.75
1993-02,EG3M,5.478
1993-02,1M,5.625
1993-02,3M0,5.5
1993-02,6M,5.25
1993-02,12M,4.9375
1993-02,3M1,3.2109400000000003
1993-02,3M2,3.3125
1993-02,3M3,6.25
1993-02,3M4,9.6875
1993-03,SARON,
1993-03,1TGT,5.625
1993-03,EG3M,5.109
1993-03,1M,5.421880000000001
1993-03,3M0,5.1875
1993-03,6M,4.9375
1993-03,12M,4.625
1993-03,3M1,3.25
1993-03,3M2,3.3125
1993-03,3M3,6.0
1993-03,3M4,9.125
1993-04,SARON,
1993-04,1TGT,5.25
1993-04,EG3M,4.898
1993-04,1M,5.265630000000001
1993-04,3M0,5.125
1993-04,6M,4.875
1993-04,12M,4.59375
1993-04,3M1,3.1875
1993-04,3M2,3.25
1993-04,3M3,6.1875
1993-04,3M4,8.460939999999999
1993-05,SARON,
1993-05,1TGT,4.875
1993-05,EG3M,4.801
1993-05,1M,5.1875
1993-05,3M0,5.15625
1993-05,6M,5.0
1993-05,12M,4.8125
1993-05,3M1,3.375
1993-05,3M2,3.3125
1993-05,3M3,5.9375
1993-05,3M4,7.625
1993-06,SARON,
1993-06,1TGT,5.375
1993-06,EG3M,4.967
1993-06,1M,5.15625
1993-06,3M0,5.03125
1993-06,6M,4.84375
1993-06,12M,4.609380000000001
1993-06,3M1,3.3125
1993-06,3M2,3.3125
1993-06,3M3,6.0625
1993-06,3M4,7.375
1993-07,SARON,
1993-07,1TGT,4.75
1993-07,EG3M,4.436
1993-07,1M,4.75
1993-07,3M0,4.6875
1993-07,6M,4.625
1993-07,12M,4.5
1993-07,3M1,3.3125
1993-07,3M2,3.25
1993-07,3M3,5.890630000000001
1993-07,3M4,7.992189999999999
1993-08,SARON,
1993-08,1TGT,5.0
1993-08,EG3M,4.489
1993-08,1M,5.0
1993-08,3M0,4.8125
1993-08,6M,4.625
1993-08,12M,4.4375
1993-08,3M1,3.25
1993-08,3M2,2.79688
1993-08,3M3,6.0
1993-08,3M4,7.75
1993-09,SARON,
1993-09,1TGT,4.625
1993-09,EG3M,
1993-09,1M,4.75
1993-09,3M0,4.75
1993-09,6M,4.5625
1993-09,12M,4.3125
1993-09,3M1,3.375
1993-09,3M2,2.5625
1993-09,3M3,6.0625
1993-09,3M4,7.6875
1993-10,SARON,
1993-10,1TGT,4.625
1993-10,EG3M,4.291
1993-10,1M,4.625
1993-10,3M0,4.5625
1993-10,6M,4.375
1993-10,12M,4.125
1993-10,3M1,3.4375
1993-10,3M2,2.42188
1993-10,3M3,5.75
1993-10,3M4,7.3125
1993-11,SARON,
1993-11,1TGT,4.5
1993-11,EG3M,4.238
1993-11,1M,4.75
1993-11,3M0,4.5
1993-11,6M,4.25
1993-11,12M,4.0
1993-11,3M1,3.5
1993-11,3M2,2.1875
1993-11,3M3,5.4375
1993-11,3M4,6.757810000000001
1993-12,SARON,
1993-12,1TGT,4.125
1993-12,EG3M,
1993-12,1M,4.3125
1993-12,3M0,4.125
1993-12,6M,3.9375
1993-12,12M,3.75
1993-12,3M1,3.375
1993-12,3M2,2.125
1993-12,3M3,5.4375
1993-12,3M4,6.3125
1994-01,SARON,
1994-01,1TGT,4.25
1994-01,EG3M,3.802
1994-01,1M,4.3125
1994-01,3M0,4.078130000000001
1994-01,6M,3.9375
1994-01,12M,3.75
1994-01,3M1,3.25
1994-01,3M2,2.25
1994-01,3M3,5.5
1994-01,3M4,6.4375
1994-02,SARON,
1994-02,1TGT,4.25
1994-02,EG3M,3.855
1994-02,1M,4.25
1994-02,3M0,4.171880000000001
1994-02,6M,4.09375
1994-02,12M,4.0
1994-02,3M1,3.75
1994-02,3M2,2.375
1994-02,3M3,5.1875
1994-02,3M4,6.375
1994-03,SARON,
1994-03,1TGT,4.125
1994-03,EG3M,3.903
1994-03,1M,4.25
1994-03,3M0,4.1875
1994-03,6M,4.125
1994-03,12M,4.0625
1994-03,3M1,3.9375
1994-03,3M2,2.3125
1994-03,3M3,5.38281
1994-03,3M4,6.3125
1994-04,SARON,
1994-04,1TGT,3.75
1994-04,EG3M,3.818
1994-04,1M,3.9531300000000003
1994-04,3M0,4.0
1994-04,6M,4.0
1994-04,12M,4.0
1994-04,3M1,4.3125
1994-04,3M2,2.3125
1994-04,3M3,5.25
1994-04,3M4,5.9375
1994-05,SARON,
1994-05,1TGT,4.25
1994-05,EG3M,4.109
1994-05,1M,4.296880000000001
1994-05,3M0,4.25
1994-05,6M,4.25
1994-05,12M,4.265630000000001
1994-05,3M1,4.625
1994-05,3M2,2.1875
1994-05,3M3,5.25
1994-05,3M4,6.03906
1994-06,SARON,
1994-06,1TGT,4.0
1994-06,EG3M,4.1819999999999995
1994-06,1M,4.25
1994-06,3M0,4.328130000000001
1994-06,6M,4.4375
1994-06,12M,4.640630000000001
1994-06,3M1,4.875
1994-06,3M2,2.1875
1994-06,3M3,5.203130000000001
1994-06,3M4,5.9375
1994-07,SARON,
1994-07,1TGT,4.0
1994-07,EG3M,4.226
1994-07,1M,4.3125
1994-07,3M0,4.375
1994-07,6M,4.5
1994-07,12M,4.625
1994-07,3M1,4.875
1994-07,3M2,2.25
1994-07,3M3,5.609380000000001
1994-07,3M4,6.0
1994-08,SARON,
1994-08,1TGT,3.875
1994-08,EG3M,4.1819999999999995
1994-08,1M,4.1875
1994-08,3M0,4.3125
1994-08,6M,4.5
1994-08,12M,4.765630000000001
1994-08,3M1,5.0
1994-08,3M2,2.375
1994-08,3M3,5.5625
1994-08,3M4,5.9375
1994-09,SARON,
1994-09,1TGT,3.875
1994-09,EG3M,3.8789999999999996
1994-09,1M,3.9375
1994-09,3M0,4.1875
1994-09,6M,4.34375
1994-09,12M,4.75
1994-09,3M1,5.5
1994-09,3M2,2.375
1994-09,3M3,5.91406
1994-09,3M4,6.0
1994-10,SARON,
1994-10,1TGT,3.625
1994-10,EG3M,3.911
1994-10,1M,3.75
1994-10,3M0,4.0625
1994-10,6M,4.1875
1994-10,12M,4.625
1994-10,3M1,5.625
1994-10,3M2,2.39063
1994-10,3M3,6.0625
1994-10,3M4,6.0
1994-11,SARON,
1994-11,1TGT,3.375
1994-11,EG3M,3.798
1994-11,1M,3.875
1994-11,3M0,4.015630000000001
1994-11,6M,4.25
1994-11,12M,4.5625
1994-11,3M1,6.1875
1994-11,3M2,2.375
1994-11,3M3,6.25
1994-11,3M4,6.0
1994-12,SARON,
1994-12,1TGT,3.5
1994-12,EG3M,4.061
1994-12,1M,3.9843800000000003
1994-12,3M0,4.296880000000001
1994-12,6M,4.5
1994-12,12M,4.796880000000001
1994-12,3M1,6.5
1994-12,3M2,2.4375
1994-12,3M3,6.679689999999999
1994-12,3M4,6.375
1995-01,SARON,
1995-01,1TGT,3.625
1995-01,EG3M,3.891
1995-01,1M,3.8125
1995-01,3M0,4.0
1995-01,6M,4.25
1995-01,12M,4.5625
1995-01,3M1,6.3125
1995-01,3M2,2.3125
1995-01,3M3,6.796880000000001
1995-01,3M4,6.1875
1995-02,SARON,
1995-02,1TGT,3.5
1995-02,EG3M,3.673
1995-02,1M,3.625
1995-02,3M0,3.875
1995-02,6M,4.0625
1995-02,12M,4.4375
1995-02,3M1,6.25
1995-02,3M2,2.3125
1995-02,3M3,6.75
1995-02,3M4,6.375
1995-03,SARON,
1995-03,1TGT,3.4375
1995-03,EG3M,3.4360000000000004
1995-03,1M,3.5
1995-03,3M0,3.5
1995-03,6M,3.625
1995-03,12M,3.75
1995-03,3M1,6.25
1995-03,3M2,1.76563
1995-03,3M3,6.75
1995-03,3M4,6.75
1995-04,SARON,
1995-04,1TGT,3.375
1995-04,EG3M,3.299
1995-04,1M,3.4375
1995-04,3M0,3.5
1995-04,6M,3.5625
1995-04,12M,3.6875
1995-04,3M1,6.1875
1995-04,3M2,1.4375
1995-04,3M3,7.0
1995-04,3M4,6.375
1995-05,SARON,
1995-05,1TGT,3.125
1995-05,EG3M,3.074
1995-05,1M,3.25
1995-05,3M0,3.26563
1995-05,6M,3.3281300000000003
1995-05,12M,3.4375
1995-05,3M1,6.0625
1995-05,3M2,1.1875
1995-05,3M3,6.6875
1995-05,3M4,6.25
1995-06,SARON,
1995-06,1TGT,3.0
1995-06,EG3M,2.905
1995-06,1M,3.125
1995-06,3M0,3.125
1995-06,6M,3.20313
1995-06,12M,3.3906300000000003
1995-06,3M1,6.058590000000001
1995-06,3M2,1.25
1995-06,3M3,7.0
1995-06,3M4,6.25
1995-07,SARON,
1995-07,1TGT,2.5
1995-07,EG3M,2.436
1995-07,1M,2.625
1995-07,3M0,2.73438
1995-07,6M,2.875
1995-07,12M,3.0625
1995-07,3M1,5.875
1995-07,3M2,0.8125
1995-07,3M3,6.9375
1995-07,3M4,6.03125
1995-08,SARON,
1995-08,1TGT,2.875
1995-08,EG3M,2.688
1995-08,1M,2.875
1995-08,3M0,2.875
1995-08,6M,2.875
1995-08,12M,2.9375
1995-08,3M1,5.88281
1995-08,3M2,0.78125
1995-08,3M3,6.851560000000001
1995-08,3M4,5.6875
1995-09,SARON,
1995-09,1TGT,2.0
1995-09,EG3M,2.291
1995-09,1M,2.46875
1995-09,3M0,2.48438
1995-09,6M,2.48438
1995-09,12M,2.48438
1995-09,3M1,5.953130000000001
1995-09,3M2,0.46875
1995-09,3M3,6.828130000000001
1995-09,3M4,5.75
1995-10,SARON,
1995-10,1TGT,1.875
1995-10,EG3M,1.9240000000000002
1995-10,1M,2.0
1995-10,3M0,2.07813
1995-10,6M,2.09375
1995-10,12M,2.125
1995-10,3M1,5.9375
1995-10,3M2,0.5
1995-10,3M3,6.8125
1995-10,3M4,5.75
1995-11,SARON,
1995-11,1TGT,2.0
1995-11,EG3M,1.8840000000000001
1995-11,1M,2.3125
1995-11,3M0,2.125
1995-11,6M,2.0
1995-11,12M,1.9375
1995-11,3M1,5.875
1995-11,3M2,0.48438000000000003
1995-11,3M3,6.585939999999999
1995-11,3M4,5.5
1995-12,SARON,
1995-12,1TGT,1.75
1995-12,EG3M,1.7109999999999999
1995-12,1M,1.8125
1995-12,3M0,1.8125
1995-12,6M,1.8125
1995-12,12M,1.8125
1995-12,3M1,5.625
1995-12,3M2,0.5
1995-12,3M3,6.5625
1995-12,3M4,5.16406
1996-01,SARON,
1996-01,1TGT,1.5
1996-01,EG3M,1.501
1996-01,1M,1.76563
1996-01,3M0,1.76563
1996-01,6M,1.79688
1996-01,12M,1.84375
1996-01,3M1,5.375
1996-01,3M2,0.5625
1996-01,3M3,6.3125
1996-01,3M4,4.6445300000000005
1996-02,SARON,
1996-02,1TGT,1.25
1996-02,EG3M,1.4409999999999998
1996-02,1M,1.57813
1996-02,3M0,1.625
1996-02,6M,1.6875
1996-02,12M,1.9375
1996-02,3M1,5.30469
1996-02,3M2,0.76563
1996-02,3M3,6.1875
1996-02,3M4,4.6875
1996-03,SARON,
1996-03,1TGT,1.375
1996-03,EG3M,1.581
1996-03,1M,1.76563
1996-03,3M0,1.79688
1996-03,6M,1.8046900000000001
1996-03,12M,1.9375
1996-03,3M1,5.472659999999999
1996-03,3M2,0.60938
1996-03,3M3,6.125
1996-03,3M4,4.6367199999999995
1996-04,SARON,
1996-04,1TGT,1.625
1996-04,EG3M,1.541
1996-04,1M,1.875
1996-04,3M0,1.875
1996-04,6M,1.875
1996-04,12M,2.0
1996-04,3M1,5.484380000000001
1996-04,3M2,0.66797
1996-04,3M3,6.07031
1996-04,3M4,4.296880000000001
1996-05,SARON,
1996-05,1TGT,2.625
1996-05,EG3M,2.012
1996-05,1M,2.70313
1996-05,3M0,2.625
1996-05,6M,2.625
1996-05,12M,2.75
1996-05,3M1,5.5
1996-05,3M2,0.55469
1996-05,3M3,6.125
1996-05,3M4,4.42969
1996-06,SARON,
1996-06,1TGT,2.125
1996-06,EG3M,2.508
1996-06,1M,2.5
1996-06,3M0,2.5625
1996-06,6M,2.625
1996-06,12M,2.8125
1996-06,3M1,5.5820300000000005
1996-06,3M2,0.60156
1996-06,3M3,5.875
1996-06,3M4,4.4375
1996-07,SARON,
1996-07,1TGT,2.25
1996-07,EG3M,2.344
1996-07,1M,2.5
1996-07,3M0,2.5625
1996-07,6M,2.625
1996-07,12M,2.76563
1996-07,3M1,5.6757800000000005
1996-07,3M2,0.6875
1996-07,3M3,5.828130000000001
1996-07,3M4,4.46094
1996-08,SARON,
1996-08,1TGT,1.75
1996-08,EG3M,1.94
1996-08,1M,2.1171900000000003
1996-08,3M0,2.17188
1996-08,6M,2.25
1996-08,12M,2.375
1996-08,3M1,5.5625
1996-08,3M2,0.51953
1996-08,3M3,5.8125
1996-08,3M4,4.36719
1996-09,SARON,
1996-09,1TGT,1.125
1996-09,EG3M,1.4569999999999999
1996-09,1M,1.39063
1996-09,3M0,1.5
1996-09,6M,1.57813
1996-09,12M,1.76563
1996-09,3M1,5.625
1996-09,3M2,0.51563
1996-09,3M3,5.953130000000001
1996-09,3M4,4.1875
1996-10,SARON,
1996-10,1TGT,1.5
1996-10,EG3M,1.374
1996-10,1M,1.6796900000000001
1996-10,3M0,1.8125
1996-10,6M,1.8125
1996-10,12M,1.9648400000000001
1996-10,3M1,5.5
1996-10,3M2,0.5
1996-10,3M3,6.28125
1996-10,3M4,4.1875
1996-11,SARON,
1996-11,1TGT,1.625
1996-11,EG3M,1.25
1996-11,1M,2.125
1996-11,3M0,2.0625
1996-11,6M,2.0625
1996-11,12M,2.1875
1996-11,3M1,5.5
1996-11,3M2,0.48438000000000003
1996-11,3M3,6.42969
1996-11,3M4,4.19531
1996-12,SARON,
1996-12,1TGT,1.5
1996-12,EG3M,1.6869999999999998
1996-12,1M,1.8125
1996-12,3M0,1.875
1996-12,6M,1.8828099999999999
1996-12,12M,1.9375
1996-12,3M1,5.5625
1996-12,3M2,0.49218999999999996
1996-12,3M3,6.546880000000001
1996-12,3M4,4.1875
1997-01,SARON,
1997-01,1TGT,1.5
1997-01,EG3M,1.561
1997-01,1M,1.7109400000000001
1997-01,3M0,1.73438
1997-01,6M,1.75
1997-01,12M,1.875
1997-01,3M1,5.5625
1997-01,3M2,0.5
1997-01,3M3,6.328130000000001
1997-01,3M4,4.125
1997-02,SARON,
1997-02,1TGT,1.625
1997-02,EG3M,1.521
1997-02,1M,1.75
1997-02,3M0,1.75
1997-02,6M,1.75
1997-02,12M,1.78125
1997-02,3M1,5.53906
1997-02,3M2,0.51953
1997-02,3M3,6.25
1997-02,3M4,4.24219
1997-03,SARON,
1997-03,1TGT,1.625
1997-03,EG3M,1.7480000000000002
1997-03,1M,1.875
1997-03,3M0,1.875
1997-03,6M,1.875
1997-03,12M,1.9335900000000001
1997-03,3M1,5.77344
1997-03,3M2,0.57813
1997-03,3M3,6.402340000000001
1997-03,3M4,4.25
1997-04,SARON,
1997-04,1TGT,1.375
1997-04,EG3M,1.645
1997-04,1M,1.73438
1997-04,3M0,1.8125
1997-04,6M,1.8632799999999998
1997-04,12M,1.9414099999999999
1997-04,3M1,5.816409999999999
1997-04,3M2,0.58203
1997-04,3M3,6.5625
1997-04,3M4,4.1875
1997-05,SARON,
1997-05,1TGT,0.5
1997-05,EG3M,1.23
1997-05,1M,0.9882799999999999
1997-05,3M0,1.125
1997-05,6M,1.27734
1997-05,12M,1.40625
1997-05,3M1,5.8125
1997-05,3M2,0.5976600000000001
1997-05,3M3,6.625
1997-05,3M4,4.1875
1997-06,SARON,
1997-06,1TGT,1.25
1997-06,EG3M,1.194
1997-06,1M,1.375
1997-06,3M0,1.4375
1997-06,6M,1.5
1997-06,12M,1.6132799999999998
1997-06,3M1,5.78125
1997-06,3M2,0.65625
1997-06,3M3,6.90234
1997-06,3M4,4.15625
1997-07,SARON,
1997-07,1TGT,1.25
1997-07,EG3M,1.3019999999999998
1997-07,1M,1.51563
1997-07,3M0,1.5625
1997-07,6M,1.6601599999999999
1997-07,12M,1.75
1997-07,3M1,5.7070300000000005
1997-07,3M2,0.60938
1997-07,3M3,7.125
1997-07,3M4,4.34375
1997-08,SARON,
1997-08,1TGT,1.0
1997-08,EG3M,1.238
1997-08,1M,1.25391
1997-08,3M0,1.375
1997-08,6M,1.625
1997-08,12M,1.8125
1997-08,3M1,5.71875
1997-08,3M2,0.57031
1997-08,3M3,7.3125
1997-08,3M4,4.375
1997-09,SARON,
1997-09,1TGT,1.125
1997-09,EG3M,1.264
1997-09,1M,1.3867200000000002
1997-09,3M0,1.59375
1997-09,6M,1.6679700000000002
1997-09,12M,1.90625
1997-09,3M1,5.7695300000000005
1997-09,3M2,0.5625
1997-09,3M3,7.30859
1997-09,3M4,4.359380000000001
1997-10,SARON,
1997-10,1TGT,1.5
1997-10,EG3M,1.589
1997-10,1M,1.75
1997-10,3M0,1.9609400000000001
1997-10,6M,2.03125
1997-10,12M,2.25
1997-10,3M1,5.75
1997-10,3M2,0.53125
1997-10,3M3,7.375
1997-10,3M4,4.5820300000000005
1997-11,SARON,
1997-11,1TGT,1.1875
1997-11,EG3M,1.72
1997-11,1M,1.875
1997-11,3M0,1.9296900000000001
1997-11,6M,1.9453099999999999
1997-11,12M,2.09375
1997-11,3M1,5.902340000000001
1997-11,3M2,0.59375
1997-11,3M3,7.75
1997-11,3M4,4.5625
1997-12,SARON,
1997-12,1TGT,1.0
1997-12,EG3M,1.382
1997-12,1M,1.25
1997-12,3M0,1.5
1997-12,6M,1.625
1997-12,12M,1.8242200000000002
1997-12,3M1,5.8125
1997-12,3M2,0.77344
1997-12,3M3,7.6875
1997-12,3M4,4.375
1998-01,SARON,
1998-01,1TGT,0.625
1998-01,EG3M,1.182
1998-01,1M,1.0625
1998-01,3M0,1.1875
1998-01,6M,1.34766
1998-01,12M,1.52734
1998-01,3M1,5.625
1998-01,3M2,0.78906
1998-01,3M3,7.5625
1998-01,3M4,4.390630000000001
1998-02,SARON,
1998-02,1TGT,0.625
1998-02,EG3M,0.88
1998-02,1M,0.875
1998-02,3M0,1.0
1998-02,6M,1.09375
1998-02,12M,1.28125
1998-02,3M1,5.67969
1998-02,3M2,0.8398399999999999
1998-02,3M3,7.5625
1998-02,3M4,4.34375
1998-03,SARON,
1998-03,1TGT,1.375
1998-03,EG3M,1.19
1998-03,1M,1.4375
1998-03,3M0,1.48438
1998-03,6M,1.57813
1998-03,12M,1.75
1998-03,3M1,5.71094
1998-03,3M2,0.70703
1998-03,3M3,7.6132800000000005
1998-03,3M4,4.22656
1998-04,SARON,
1998-04,1TGT,1.375
1998-04,EG3M,1.127
1998-04,1M,1.47656
1998-04,3M0,1.53125
1998-04,6M,1.65625
1998-04,12M,1.8554700000000002
1998-04,3M1,5.71875
1998-04,3M2,0.61719
1998-04,3M3,7.49609
1998-04,3M4,4.28125
1998-05,SARON,
1998-05,1TGT,1.5
1998-05,EG3M,1.469
1998-05,1M,1.6875
1998-05,3M0,1.6875
1998-05,6M,1.75
1998-05,12M,1.8789099999999999
1998-05,3M1,5.6875
1998-05,3M2,0.55469
1998-05,3M3,7.5
1998-05,3M4,4.27344
1998-06,SARON,
1998-06,1TGT,2.125
1998-06,EG3M,1.86
1998-06,1M,2.1640599999999997
1998-06,3M0,2.15625
1998-06,6M,2.1875
1998-06,12M,2.24609
1998-06,3M1,5.71875
1998-06,3M2,0.66406
1998-06,3M3,7.867189999999999
1998-06,3M4,4.2382800000000005
1998-07,SARON,
1998-07,1TGT,1.5
1998-07,EG3M,1.8880000000000001
1998-07,1M,1.84375
1998-07,3M0,1.9414099999999999
1998-07,6M,2.03125
1998-07,12M,2.15625
1998-07,3M1,5.6875
1998-07,3M2,0.6523399999999999
1998-07,3M3,7.7617199999999995
1998-07,3M4,4.128909999999999
1998-08,SARON,
1998-08,1TGT,1.375
1998-08,EG3M,1.4809999999999999
1998-08,1M,1.57031
1998-08,3M0,1.6132799999999998
1998-08,6M,1.6953099999999999
1998-08,12M,1.8164099999999999
1998-08,3M1,5.625
1998-08,3M2,0.63281
1998-08,3M3,7.625
1998-08,3M4,4.160159999999999
1998-09,SARON,
1998-09,1TGT,1.0
1998-09,EG3M,1.29
1998-09,1M,1.375
1998-09,3M0,1.5742200000000002
1998-09,6M,1.625
1998-09,12M,1.6875
1998-09,3M1,5.3125
1998-09,3M2,0.44531000000000004
1998-09,3M3,7.37109
1998-09,3M4,4.11719
1998-10,SARON,
1998-10,1TGT,0.75
1998-10,EG3M,0.9520000000000001
1998-10,1M,1.0
1998-10,3M0,1.25625
1998-10,6M,1.30844
1998-10,12M,1.41656
1998-10,3M1,5.219530000000001
1998-10,3M2,0.40344
1998-10,3M3,7.175
1998-10,3M4,3.97
1998-11,SARON,
1998-11,1TGT,1.5
1998-11,EG3M,1.246
1998-11,1M,1.8128099999999998
1998-11,3M0,1.75
1998-11,6M,1.75
1998-11,12M,1.79875
1998-11,3M1,5.28266
1998-11,3M2,0.41858999999999996
1998-11,3M3,6.88063
1998-11,3M4,3.7865599999999997
1998-12,SARON,
1998-12,1TGT,0.875
1998-12,EG3M,1.25
1998-12,1M,1.25
1998-12,3M0,1.40828
1998-12,6M,1.56781
1998-12,12M,1.7071900000000002
1998-12,3M1,5.0656300000000005
1998-12,3M2,0.53859
1998-12,3M3,6.25766
1998-12,3M4,3.2837199999999998
1999-01,SARON,
1999-01,1TGT,1.0
1999-01,EG3M,0.9520000000000001
1999-01,1M,1.19458
1999-01,3M0,1.27167
1999-01,6M,1.37083
1999-01,12M,1.50833
1999-01,3M1,4.969530000000001
1999-01,3M2,0.47813
1999-01,3M3,5.81594
1999-01,3M4,3.07375
1999-02,SARON,
1999-02,1TGT,1.125
1999-02,EG3M,1.071
1999-02,1M,1.2433299999999998
1999-02,3M0,1.26167
1999-02,6M,1.30667
1999-02,12M,1.445
1999-02,3M1,5.02625
1999-02,3M2,0.27438
1999-02,3M3,5.4615599999999995
1999-02,3M4,3.09875
1999-03,SARON,
1999-03,1TGT,1.0
1999-03,EG3M,1.003
1999-03,1M,1.19125
1999-03,3M0,1.24833
1999-03,6M,1.28354
1999-03,12M,1.4383299999999999
1999-03,3M1,5.0
1999-03,3M2,0.18719
1999-03,3M3,5.32406
1999-03,3M4,2.9676299999999998
1999-04,SARON,
1999-04,1TGT,0.875
1999-04,EG3M,0.753
1999-04,1M,0.96167
1999-04,3M0,0.9933299999999999
1999-04,6M,1.03667
1999-04,12M,1.19
1999-04,3M1,4.98875
1999-04,3M2,0.135
1999-04,3M3,5.33125
1999-04,3M4,2.58375
1999-05,SARON,
1999-05,1TGT,0.875
1999-05,EG3M,0.8290000000000001
1999-05,1M,1.0
1999-05,3M0,1.0233299999999999
1999-05,6M,1.06208
1999-05,12M,1.25
1999-05,3M1,5.06625
1999-05,3M2,0.09375
1999-05,3M3,5.373130000000001
1999-05,3M4,2.57913
1999-06,SARON,
1999-06,1TGT,1.0
1999-06,EG3M,1.055
1999-06,1M,1.1783299999999999
1999-06,3M0,1.22167
1999-06,6M,1.4866700000000002
1999-06,12M,1.605
1999-06,3M1,5.3675
1999-06,3M2,0.125
1999-06,3M3,5.18781
1999-06,3M4,2.66938
1999-07,SARON,0.6
1999-07,1TGT,0.75
1999-07,EG3M,0.9990000000000001
1999-07,1M,1.02167
1999-07,3M0,1.12333
1999-07,6M,1.5233299999999999
1999-07,12M,1.68333
1999-07,3M1,5.3425
1999-07,3M2,0.10375
1999-07,3M3,5.27031
1999-07,3M4,2.69
1999-08,SARON,0.597222
1999-08,1TGT,0.75
1999-08,EG3M,0.9279999999999999
1999-08,1M,0.9633299999999999
1999-08,3M0,1.09667
1999-08,6M,1.6016700000000001
1999-08,12M,1.78167
1999-08,3M1,5.52
1999-08,3M2,0.08875
1999-08,3M3,5.216559999999999
1999-08,3M4,2.69975
1999-09,SARON,1.65
